id,name,city,country:id,bic
bankID_UOBBIDJAMDN,BANK UOB INDONESIA  (MEDAN BRANCH) ,MEDAN ,base.id,UOBBIDJAMDN
bankID_UOBBIDJASBY,BANK UOB INDONESIA  (SURABAYA BRANCH) ,SURABAYA ,base.id,UOBBIDJASBY
bankID_CITIIDJXBDG,"CITIBANK, N.A.  ",BANDUNG ,base.id,CITIIDJXBDG
bankID_CITIIDJXXXX,"CITIBANK, N.A.  ",JAKARTA ,base.id,CITIIDJXXXX
bankID_CITIIDJXMDN,"CITIBANK, N.A.  ",MEDAN ,base.id,CITIIDJXMDN
bankID_CITIIDJXSBY,"CITIBANK, N.A.  ",SURABAYA ,base.id,CITIIDJXSBY
bankID_DEUTIDJAIBO,DEUTSCHE BANK AG  (DBJK INVESTMENT BANKING OPS) ,JAKARTA ,base.id,DEUTIDJAIBO
bankID_DEUTIDJADSI,DEUTSCHE BANK AG  (DEUTSCHE SECURITIES INDONESIA) ,JAKARTA ,base.id,DEUTIDJADSI
bankID_DEUTIDJAXXX,DEUTSCHE BANK AG  ,JAKARTA ,base.id,DEUTIDJAXXX
bankID_DEUTIDJA001,DEUTSCHE BANK AG  (SURABAYA BRANCH) ,SURABAYA ,base.id,DEUTIDJA001
bankID_HSBCIDJABAN,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE  ",BANDUNG ,base.id,HSBCIDJABAN
bankID_HSBCIDJABAT,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE  ",BATAM ,base.id,HSBCIDJABAT
bankID_HSBCIDJAXXX,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE  ",JAKARTA ,base.id,HSBCIDJAXXX
bankID_HSBCIDJAMDN,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE  ",MEDAN ,base.id,HSBCIDJAMDN
bankID_HSBCIDJASEM,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE  ",SEMARANG ,base.id,HSBCIDJASEM
bankID_HSBCIDJASBA,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE  ",SURABAYA ,base.id,HSBCIDJASBA
bankID_CHASIDJXENQ,"JPMORGAN CHASE BANK, N.A.  (TELEX AND S.W.I.F.T. MESSAGE ENQUIRIES) ",JAKARTA ,base.id,CHASIDJXENQ
bankID_CHASIDJXKEY,"JPMORGAN CHASE BANK, N.A.  (TEST KEY AND BKE ADMINISTRATION) ",JAKARTA ,base.id,CHASIDJXKEY
bankID_CHASIDJXXXX,"JPMORGAN CHASE BANK, N.A.  ",JAKARTA ,base.id,CHASIDJXXXX
bankID_KSEIIDJAXXX,KUSTODIAN SENTRAL EFEK INDONESIA PT  ,JAKARTA ,base.id,KSEIIDJAXXX
bankID_KOEXIDJAXXX,P.T. BANK KEB INDONESIA  ,JAKARTA ,base.id,KOEXIDJAXXX
bankID_DADIIDJAXXX,P.T. MERCEDES-BENZ DISTRIBUTION INDONESIA  ,JAKARTA ,base.id,DADIIDJAXXX
bankID_DABEIDJAXXX,P.T. MERCEDES-BENZ INDONESIA  ,JAKARTA ,base.id,DABEIDJAXXX
bankID_PINBIDJAXXX,PAN INDONESIA BANK PT.  ,JAKARTA ,base.id,PINBIDJAXXX
bankID_BBAIIDJAXXX,PT BANK BUMI ARTA TBK  ,JAKARTA ,base.id,BBAIIDJAXXX
bankID_ICBKIDJAXXX,PT BANK ICBC INDONESIA  ,JAKARTA ,base.id,ICBKIDJAXXX
bankID_NISPIDJAXXX,PT BANK OCBC NISP TBK  ,JAKARTA ,base.id,NISPIDJAXXX
bankID_BBBAIDJAXXX,"PT BANK PERMATA, TBK  ",JAKARTA ,base.id,BBBAIDJAXXX
bankID_BBIJIDJA004,PT BANK UOB BUANA  ,BANDUNG ,base.id,BBIJIDJA004
bankID_BBIJIDJAXXX,PT BANK UOB BUANA  ,JAKARTA ,base.id,BBIJIDJAXXX
bankID_BBIJIDJA002,PT BANK UOB BUANA  ,MEDAN ,base.id,BBIJIDJA002
bankID_BBIJIDJA003,PT BANK UOB BUANA  ,SURABAYA ,base.id,BBIJIDJA003
bankID_CRESID2AXXX,PT CREDIT SUISSE INVESTMENT MANAGEMENT INDONESIA  ,JAKARTA ,base.id,CRESID2AXXX
bankID_AGTBIDJAXXX,PT. BANK AGRONIAGA TBK  ,JAKARTA ,base.id,AGTBIDJAXXX
bankID_CICTIDJAXXX,PT. BANK CENTURY TBK.  ,JAKARTA ,base.id,CICTIDJAXXX
bankID_BNIAIDJAGMA,"PT. BANK CIMB NIAGA, TBK.  (GAJAH MADA REGIONAL OFFICE) ",JAKARTA ,base.id,BNIAIDJAGMA
bankID_BNIAIDJAXXX,"PT. BANK CIMB NIAGA, TBK.  (HEAD OFFICE OPERATION) ",JAKARTA ,base.id,BNIAIDJAXXX
bankID_BNIAIDJATHM,"PT. BANK CIMB NIAGA, TBK.  (THAMRIN BRANCH) ",JAKARTA ,base.id,BNIAIDJATHM
bankID_BNIAIDJASMG,"PT. BANK CIMB NIAGA, TBK.  (SEMARANG BRANCH) ",SEMARANG ,base.id,BNIAIDJASMG
bankID_BNIAIDJATUN,"PT. BANK CIMB NIAGA, TBK.  (TUNUNGAN BRANCH) ",SURABAYA ,base.id,BNIAIDJATUN
bankID_BDINIDJABPN,"PT. BANK DANAMON INDONESIA, TBK  (L/C DEPARTMENT) ",BALIKPAPAN ,base.id,BDINIDJABPN
bankID_BDINIDJAOTI,"PT. BANK DANAMON INDONESIA, TBK  (BANDUNG OTISTA BRANCH) ",BANDUNG ,base.id,BDINIDJAOTI
bankID_BDINIDJACLC,"PT. BANK DANAMON INDONESIA, TBK  (CORPORATE LC PROCESSING CENTRE) ",JAKARTA ,base.id,BDINIDJACLC
bankID_BDINIDJACUS,"PT. BANK DANAMON INDONESIA, TBK  (CUSTODIAL SERVICES) ",JAKARTA ,base.id,BDINIDJACUS
bankID_BDINIDJAIFI,"PT. BANK DANAMON INDONESIA, TBK  (FINANCIAL INSTITUTIONS CORRESPONDENT BANKING) ",JAKARTA ,base.id,BDINIDJAIFI
bankID_BDINIDJARMT,"PT. BANK DANAMON INDONESIA, TBK  (INTERNATIONAL REMITTANCE) ",JAKARTA ,base.id,BDINIDJARMT
bankID_BDINIDJAMKS,"PT. BANK DANAMON INDONESIA, TBK  (L/C PROCESSING CENTER – MAKASSAR) ",JAKARTA ,base.id,BDINIDJAMKS
bankID_BDINIDJALCC,"PT. BANK DANAMON INDONESIA, TBK  (LC CENTRE) ",JAKARTA ,base.id,BDINIDJALCC
bankID_BDINIDJATPC,"PT. BANK DANAMON INDONESIA, TBK  (TRANSACTIONS PROCESSING CENTRE) ",JAKARTA ,base.id,BDINIDJATPC
bankID_BDINIDJATRS,"PT. BANK DANAMON INDONESIA, TBK  (TREASURY OPERATIONS) ",JAKARTA ,base.id,BDINIDJATRS
bankID_BDINIDJAXXX,"PT. BANK DANAMON INDONESIA, TBK  ",JAKARTA ,base.id,BDINIDJAXXX
bankID_BDINIDJAMIM,"PT. BANK DANAMON INDONESIA, TBK  (MEDAN-ISKANDARMUDA BRANCH) ",MEDAN ,base.id,BDINIDJAMIM
bankID_BDINIDJAMRK,"PT. BANK DANAMON INDONESIA, TBK  (L/C DEPARTMENT-MEARUKE) ",MERAUKE ,base.id,BDINIDJAMRK
bankID_BDINIDJASPM,"PT. BANK DANAMON INDONESIA, TBK  (SEMARANG PEMUDA BRANCH) ",SEMARANG ,base.id,BDINIDJASPM
bankID_BDINIDJASSR,"PT. BANK DANAMON INDONESIA, TBK  (SOLO SRATEN BRANCH) ",SOLO ,base.id,BDINIDJASSR
bankID_BDINIDJASBY,"PT. BANK DANAMON INDONESIA, TBK  (L/C PROCESSING CENTRE SURABAYA) ",SURABAYA ,base.id,BDINIDJASBY
bankID_BDINIDJATJP,"PT. BANK DANAMON INDONESIA, TBK  (LC DEPARTMENT) ",TANJUNG PINANG ,base.id,BDINIDJATJP
bankID_BDINIDJAYGY,"PT. BANK DANAMON INDONESIA, TBK  (L/C DEPARTMENT-YOGYAKARTA) ",YOGYAKARTA ,base.id,BDINIDJAYGY
bankID_HNBNIDJAXXX,PT. BANK HANA  ,JAKARTA ,base.id,HNBNIDJAXXX
bankID_BSDRIDJAXXX,"PT. BANK HIMPUNAN SAUDARA 1906, TBK  ",BANDUNG ,base.id,BSDRIDJAXXX
bankID_BJTMIDJAXXX,PT. BANK JATIM  ,SURABAYA ,base.id,BJTMIDJAXXX
bankID_MAYAIDJAXXX,PT. BANK MAYAPADA INTERNATIONAL TBK  ,JAKARTA ,base.id,MAYAIDJAXXX
bankID_ABALIDBSXXX,PT. BANK PEMBANGUNAN DAERAH BALI  ,DENPASAR ,base.id,ABALIDBSXXX
bankID_BSSPIDSPXXX,PT. BANK PEMBANGUNAN DAERAH SUMATERA SELATAN  ,PALEMBANG ,base.id,BSSPIDSPXXX
bankID_BMSIIDJAXXX,PT. BANK SYARIAH MEGA INDONESIA  ,JAKARTA ,base.id,BMSIIDJAXXX
bankID_MUABIDJAXXX,"PT. BANK SYARIAH MUAMALAT INDONESIA , TBK  ",JAKARTA ,base.id,MUABIDJAXXX
bankID_SCBLIDJXBDG,STANDARD CHARTERED BANK  (BANDUNG BRANCH) ,BANDUNG ,base.id,SCBLIDJXBDG
bankID_SCBLIDJXXXX,STANDARD CHARTERED BANK  ,JAKARTA ,base.id,SCBLIDJXXXX
bankID_SCBLIDJXMDN,STANDARD CHARTERED BANK  (MEDAN BRANCH) ,MEDAN ,base.id,SCBLIDJXMDN
bankID_SCBLIDJXSMG,STANDARD CHARTERED BANK  (SEMARANG BRANCH) ,SEMARANG ,base.id,SCBLIDJXSMG
bankID_SCBLIDJXSBY,STANDARD CHARTERED BANK  (SURABAYA BRANCH) ,SURABAYA ,base.id,SCBLIDJXSBY
bankID_HVBKIDJAXXX,"WOORI BANK, INDONESIA P.T. JAKARTA  ",JAKARTA ,base.id,HVBKIDJAXXX
